Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
17127,0.76,Premium,F,SI2,59.3,59.0,5.97,5.93,3.53,2287
26104,0.82,Very Good,I,SI1,62.3,58.0,5.94,6.0,3.72,2602
2451,0.71,Ideal,F,VS1,61.5,57.0,5.74,5.71,3.52,2839
11196,0.31,Ideal,G,VVS1,62.0,55.0,4.34,4.37,2.7,789
21139,0.3,Ideal,H,VVS1,63.0,56.0,4.27,4.24,2.68,878
6863,1.11,Ideal,G,VS1,61.3,55.0,6.67,6.71,4.1,9261
21805,0.31,Premium,D,SI2,62.1,59.0,4.31,4.35,2.69,462
4447,2.01,Premium,I,VS2,62.1,59.0,8.06,7.98,4.98,15520
18306,0.39,Very Good,J,VS1,61.0,62.0,4.66,4.71,2.86,616
12591,0.78,Premium,E,VS1,62.5,57.0,5.94,5.9,3.7,3444
11659,1.5,Premium,I,SI1,62.0,62.0,7.35,7.3,4.54,8736
15691,2.15,Ideal,H,SI2,61.8,57.0,8.24,8.3,5.11,17063
17618,0.96,Premium,J,SI1,60.3,59.0,6.4,6.36,3.85,3269
15851,0.4,Ideal,D,VS2,61.5,55.0,4.71,4.75,2.91,982
25775,0.45,Premium,I,SI2,60.1,59.0,4.96,4.92,3.02,830
7964,1.01,Fair,D,SI1,66.2,56.0,6.05,6.1,4.02,5122
17857,1.51,Premium,G,VS2,62.5,59.0,7.28,7.34,4.57,12756
18687,0.55,Ideal,G,VVS2,62.0,56.0,5.26,5.28,3.27,1981
3977,1.04,Ideal,I,VS2,61.5,57.0,6.49,6.52,4.0,5105
12444,1.0,Ideal,G,SI2,62.3,56.0,6.46,6.44,3.96,4861
10258,2.0,Very Good,J,VS2,60.7,60.0,8.05,8.17,4.92,13542
18654,0.52,Ideal,E,VVS2,61.8,56.0,5.16,5.19,3.2,2301
25879,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1163
25019,0.33,Very Good,E,IF,61.8,55.0,4.47,4.52,2.78,957
19045,0.32,Ideal,I,VVS2,61.5,56.0,4.42,4.4,2.71,720
25384,0.71,Ideal,F,VS1,61.1,56.0,5.75,5.78,3.52,3404
17205,1.51,Good,I,SI1,63.9,59.0,7.18,7.26,4.61,9069
3971,0.38,Premium,I,SI2,62.7,58.0,4.61,4.57,2.88,641
24892,1.6,Very Good,E,SI2,62.5,54.0,7.5,7.55,4.7,11537
12394,2.02,Good,E,SI2,58.8,61.0,8.21,8.25,4.84,18236
22873,0.41,Very Good,H,VVS1,61.4,60.0,4.73,4.78,2.92,1043
25599,0.5,Good,F,VS2,63.6,57.0,5.03,5.07,3.21,1436
1070,1.0,Fair,I,SI1,66.0,56.0,6.31,6.24,4.13,2912
11316,1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,9730
25354,0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,1851
26578,1.11,Ideal,I,SI1,62.2,54.0,6.64,6.68,4.14,5006
22321,0.53,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,1607
26330,2.01,Very Good,I,VS2,59.2,62.0,8.14,8.17,4.83,16626
141,0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,1150
5980,0.91,Fair,D,SI1,,60.0,6.08,6.04,3.9,3855
23741,1.02,Very Good,E,SI2,58.7,63.0,6.61,6.55,3.86,4414
2896,0.65,Very Good,I,IF,61.0,55.0,5.65,5.73,3.47,2332
19786,1.32,Premium,F,VS1,61.7,59.0,6.95,6.99,4.3,10977
6943,0.71,Premium,G,SI2,60.8,59.0,5.7,5.74,3.48,2913
4096,0.7,Premium,F,VS2,63.0,61.0,5.64,5.59,3.54,2648
22726,0.51,Ideal,G,VVS1,61.6,56.0,5.12,5.16,3.17,1933
22304,0.73,Ideal,G,SI1,60.6,57.0,5.84,5.87,3.55,3089
2456,0.58,Ideal,H,IF,61.6,57.0,5.34,5.37,3.3,2211
25347,0.82,Ideal,E,SI1,61.8,58.0,5.99,6.05,3.72,3622
1028,0.62,Premium,F,VS1,60.1,58.0,5.56,5.48,3.32,1942
26391,1.28,Ideal,H,SI2,62.8,57.0,6.92,6.87,4.33,6451
17801,0.57,Ideal,G,VVS2,60.7,55.0,5.34,5.36,3.25,2095
23907,1.5,Good,H,VS2,63.6,58.0,7.27,7.22,4.61,10478
25780,0.72,Ideal,I,VS2,61.2,57.0,5.75,5.79,3.53,2650
6411,0.55,Premium,G,VS2,59.6,59.0,5.32,5.36,3.18,1448
4907,1.26,Ideal,I,SI1,62.6,57.0,6.89,6.92,4.32,6597
8439,0.55,Very Good,H,SI1,59.4,58.0,5.36,5.38,3.19,1270
23211,1.52,Premium,H,VS2,59.4,59.0,7.45,7.49,4.44,11105
17838,1.07,Very Good,H,VS1,62.5,56.0,6.52,6.6,4.1,5661
6164,0.9,Premium,F,SI1,62.6,62.0,6.13,6.11,3.83,3437
21951,0.4,Premium,E,SI1,61.3,61.0,4.76,4.73,2.91,945
3318,0.31,Ideal,H,VVS1,61.6,55.0,4.38,4.35,2.69,907
9612,0.51,Very Good,J,SI1,63.2,56.0,5.06,5.1,3.21,977
3527,0.3,Good,H,SI1,63.4,58.0,4.26,4.29,2.71,421
18947,0.34,Ideal,F,VVS1,61.4,55.0,4.53,4.56,2.79,906
26049,0.93,Fair,D,VS2,56.3,67.0,6.52,6.45,3.65,5078
2851,0.96,Very Good,G,SI2,63.1,56.0,6.29,6.22,3.95,3951
4926,0.53,Ideal,F,VVS2,61.0,57.0,5.23,5.26,3.22,2269
7105,0.99,Very Good,F,SI1,62.5,58.0,6.36,6.38,3.98,5112
23394,0.32,Premium,G,SI2,61.0,59.0,4.42,4.36,2.68,540
2066,0.24,Premium,E,VS2,62.6,58.0,4.03,3.99,2.51,536
9723,1.03,Premium,H,SI1,,61.0,6.64,6.6,3.88,4406
23142,1.78,Premium,J,SI2,62.6,58.0,7.78,7.72,4.85,8889
21611,0.3,Premium,J,VS1,62.6,60.0,4.22,4.28,2.66,394
11684,0.35,Premium,E,VS2,62.1,59.0,4.49,4.46,2.78,984
6392,0.41,Very Good,E,SI1,63.1,57.0,4.78,4.73,3.0,904
3861,0.41,Ideal,E,VS1,,55.0,4.77,4.8,2.97,1079
26086,0.41,Good,F,VVS2,63.6,56.0,4.68,4.72,2.99,996
26776,0.38,Premium,D,VVS2,61.9,56.0,4.65,4.63,2.87,1257
26062,2.37,Premium,H,SI2,62.3,57.0,8.55,8.5,5.31,16021
2838,1.59,Very Good,I,VS2,60.5,63.0,7.52,7.45,4.53,10106
13523,1.0,Ideal,E,VS2,61.3,58.0,6.41,6.44,3.94,7370
562,0.91,Ideal,J,VS1,61.9,56.0,6.19,6.22,3.85,3863
19556,1.01,Good,E,VS2,65.6,55.0,6.16,6.22,4.06,5829
24730,1.02,Ideal,G,SI2,62.6,58.0,6.42,6.4,4.01,4363
15873,0.35,Ideal,F,VVS1,61.3,55.0,4.55,4.58,2.8,1096
6547,0.46,Very Good,E,SI1,61.4,62.0,4.92,4.95,3.03,1042
2755,0.7,Ideal,E,SI1,61.9,56.0,5.7,5.73,3.54,3330
683,0.94,Premium,H,SI2,,57.0,6.29,6.21,3.87,3335
14750,0.31,Ideal,H,SI1,61.3,56.0,4.36,4.39,2.68,464
5929,1.07,Good,J,VS2,61.7,57.7,6.55,6.58,4.05,4602
19168,1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,13068
13700,1.14,Good,G,I1,63.7,56.0,6.63,6.55,4.2,2327
12923,0.7,Premium,E,SI1,62.0,60.0,5.72,5.67,3.53,2444
17143,1.28,Very Good,J,SI1,63.4,59.0,6.89,6.84,4.35,4967
26215,0.31,Premium,G,VS2,61.2,58.0,4.32,4.37,2.66,544
6592,0.29,Very Good,G,VVS1,62.0,55.0,4.27,4.29,2.65,607
9599,1.04,Ideal,G,VS1,61.5,55.0,6.54,6.55,4.02,6831
7377,0.76,Fair,H,I1,64.5,57.0,5.79,5.76,3.73,1140
19018,0.52,Ideal,F,SI1,62.2,54.0,5.19,5.23,3.24,1223
8622,0.35,Ideal,J,VS2,61.8,55.0,4.54,4.56,2.81,446
20194,0.91,Premium,H,VS2,61.8,60.0,6.18,6.22,3.83,4313
22981,0.5,Ideal,D,VS1,61.6,57.0,5.09,5.13,3.15,1923
8933,1.22,Premium,H,VS2,62.3,58.0,6.85,6.77,4.24,6608
1894,1.06,Ideal,D,SI1,62.7,54.0,6.52,6.55,4.1,5946
14951,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1317
24063,2.04,Ideal,H,SI2,61.5,57.0,8.15,8.18,5.02,16800
16199,0.28,Very Good,H,VS1,61.9,56.0,4.18,4.2,2.59,429
632,1.51,Premium,H,SI1,60.7,59.0,7.43,7.39,4.5,10020
13581,0.9,Good,F,SI1,63.9,58.0,6.08,6.03,3.87,3992
4251,1.32,Ideal,I,VS2,60.8,57.0,7.07,7.02,4.28,7209
6135,0.4,Ideal,F,VVS1,61.3,56.0,4.73,4.76,2.91,1263
8325,0.59,Very Good,D,VS2,62.9,56.7,5.37,5.39,3.38,2200
4084,0.41,Premium,D,VS1,60.6,59.0,4.84,4.8,2.92,1082
2135,0.9,Good,G,VS1,63.6,58.0,6.12,6.09,3.88,4460
18010,0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,449
20227,0.42,Ideal,G,VVS1,61.4,56.0,4.81,4.83,2.96,1179
12278,0.8,Very Good,I,VS2,62.0,54.2,5.94,5.99,3.7,2591
25911,0.9,Good,E,SI2,62.1,63.0,6.09,6.12,3.79,3724
9667,1.01,Premium,F,SI2,60.0,60.0,6.46,6.4,3.86,3717
23696,1.0,Good,E,VS2,61.5,62.0,6.37,6.42,3.93,6073
14737,1.71,Premium,I,VS2,61.5,58.0,7.74,7.54,4.7,9116
10463,1.16,Good,F,SI2,60.8,65.0,6.78,6.75,4.11,4131
2017,0.31,Very Good,E,SI1,63.4,55.0,4.33,4.31,2.74,698
5701,0.56,Premium,I,VVS1,62.4,56.0,5.28,5.24,3.28,1698
5061,0.3,Fair,G,VVS2,64.4,58.0,4.21,4.17,2.7,819
2565,1.16,Ideal,F,VVS1,61.5,56.0,6.76,6.81,4.17,13595
24089,1.12,Premium,G,IF,60.9,57.0,6.79,6.68,4.1,9126
924,2.02,Very Good,H,SI2,63.1,54.0,8.09,7.99,5.07,13655
26052,1.51,Premium,F,SI1,62.2,59.0,7.34,7.3,4.55,11607
20450,0.4,Very Good,E,VS2,63.0,59.0,4.66,4.68,2.94,693
20974,0.52,Ideal,F,IF,60.6,57.0,5.22,5.21,3.16,2598
62,0.27,Premium,E,VS1,61.5,58.0,4.22,4.17,2.58,603
20074,2.01,Fair,H,SI2,65.8,63.0,7.77,7.68,5.08,13587
14188,2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,14588
14431,0.52,Fair,J,VS2,65.3,56.0,5.05,5.0,3.28,1030
14874,0.31,Ideal,G,VVS1,62.5,55.0,4.33,4.34,2.71,816
26613,0.44,Premium,D,VS1,60.2,59.0,4.93,4.91,2.96,1232
14133,0.56,Ideal,D,VS2,61.5,57.0,5.33,5.28,3.26,2066
2994,0.33,Very Good,G,VVS1,62.8,59.0,4.38,4.44,2.77,868
7418,0.36,Premium,D,SI2,60.9,58.0,4.63,4.6,2.81,689
15525,1.13,Ideal,G,SI2,61.1,54.0,6.77,6.74,4.13,5062
19851,0.32,Ideal,G,SI1,62.5,55.0,4.35,4.38,2.73,477
20273,0.78,Premium,I,SI1,60.8,60.0,5.97,5.94,3.62,2377
13071,0.7,Premium,E,VS2,62.4,61.0,5.66,5.63,3.52,2818
17517,0.32,Ideal,H,VVS2,61.8,55.0,4.42,4.38,2.72,828
10554,0.9,Very Good,F,SI1,62.6,60.0,6.1,6.14,3.83,3950
11681,0.96,Very Good,I,SI2,62.7,58.0,6.2,6.24,3.9,3286
22920,1.13,Ideal,H,SI1,61.3,57.0,6.72,6.7,4.11,4556
12664,0.37,Ideal,G,VS1,60.9,57.0,4.65,4.68,2.84,798
18812,0.41,Very Good,F,VVS1,63.3,55.0,4.7,4.74,2.99,1143
8478,1.7,Good,G,VS1,63.9,58.0,7.46,7.5,4.78,14787
22770,1.0,Very Good,G,VVS2,63.1,58.0,6.37,6.33,4.01,7589
9397,0.42,Ideal,D,VS2,62.7,55.0,4.79,4.81,3.01,938
16614,0.92,Premium,F,SI2,59.3,61.0,6.36,6.29,3.75,3864
12694,0.41,Ideal,F,VS2,62.1,56.0,4.79,4.74,2.96,1107
9459,0.57,Premium,D,SI2,61.3,59.0,5.32,5.28,3.25,1012
4916,0.41,Ideal,G,VVS2,61.3,56.0,4.77,4.76,2.92,1076
6228,0.91,Ideal,F,SI2,60.9,57.0,6.27,6.3,3.83,3588
11722,0.79,Very Good,H,SI2,63.2,55.0,5.93,5.9,3.74,2348
879,0.23,Very Good,E,VVS2,60.9,60.0,3.96,3.99,2.42,530
20881,0.53,Ideal,F,VVS2,61.9,56.0,5.18,5.22,3.22,2160
23074,0.49,Premium,E,VS1,58.1,62.0,5.2,5.13,3.0,1577
23724,0.3,Very Good,F,VS2,61.4,55.0,4.32,4.37,2.67,524
15622,0.32,Premium,H,VS1,61.3,60.0,4.33,4.38,2.67,561
23803,1.66,Ideal,J,SI2,60.8,57.0,7.68,7.65,4.66,6377
7568,2.17,Premium,F,I1,60.7,59.0,8.43,8.35,5.09,9078
12680,0.91,Premium,F,SI2,61.4,60.0,6.23,6.21,3.82,3618
20177,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,1415
24582,0.32,Premium,G,VS2,62.0,59.0,4.41,4.37,2.72,720
6360,1.32,Premium,F,VS2,62.2,58.0,7.03,6.95,4.35,10814
12688,2.07,Ideal,G,SI2,62.5,55.0,8.2,8.13,5.11,18804
19601,0.53,Ideal,G,VVS2,60.0,57.0,5.27,5.29,3.17,1865
7940,0.56,Ideal,H,VS1,62.8,56.0,5.28,5.23,3.3,1698
26407,0.32,Ideal,G,VVS2,61.7,57.0,4.41,4.44,2.73,730
5862,0.9,Good,H,VS1,62.4,55.0,6.09,6.16,3.82,4409
361,1.02,Very Good,F,SI2,58.7,63.0,6.49,6.46,3.8,3875
1642,1.2,Premium,H,VS2,60.7,60.0,6.88,6.82,4.16,6250
10999,1.5,Very Good,H,VS2,62.8,57.0,7.25,7.3,4.57,10959
26483,0.39,Ideal,G,SI2,62.0,55.0,4.69,4.73,2.92,683
26648,0.92,Ideal,E,SI1,61.4,54.6,6.25,6.29,3.85,4258
23428,0.31,Ideal,D,VS2,61.0,54.0,4.38,4.44,2.69,656
19699,0.7,Premium,F,SI1,60.4,58.0,5.76,5.82,3.5,2196
22485,0.7,Premium,E,VS2,61.4,59.0,5.73,5.7,3.51,2858
2774,1.0,Fair,J,VS1,65.5,55.0,6.3,6.25,4.11,2875
20056,0.37,Premium,F,SI1,61.6,59.0,4.67,4.62,2.86,791
14441,2.0,Good,G,VS2,64.1,55.0,7.94,7.88,5.07,17898
12245,0.7,Good,H,VS2,,63.0,5.87,5.92,3.34,2187
18156,0.31,Ideal,G,VVS1,60.8,56.0,4.41,4.43,2.69,772
10284,1.2,Very Good,G,SI1,61.9,58.0,6.74,6.79,4.19,7372
24644,1.09,Ideal,G,VS2,62.3,57.0,6.6,6.57,4.1,6480
25300,0.6,Very Good,J,SI2,62.9,60.0,5.34,5.38,3.37,1022
2205,0.38,Very Good,E,VS1,61.5,58.0,4.64,4.69,2.87,1000
19901,0.3,Ideal,F,VS2,62.5,53.3,4.28,4.31,2.69,601
19837,0.34,Ideal,H,VVS1,62.9,57.0,4.47,4.44,2.8,995
3229,0.9,Premium,D,VS2,63.0,62.0,6.13,6.06,3.84,4586
10121,1.21,Very Good,D,SI2,60.9,58.0,6.83,6.89,4.18,5922
5658,0.91,Ideal,H,SI2,60.3,57.0,6.27,6.31,3.79,3423
6899,0.34,Very Good,I,VVS2,63.1,56.0,4.47,4.43,2.81,765
6880,0.4,Very Good,H,VVS1,62.9,56.0,4.69,4.72,2.96,954
16014,0.3,Ideal,D,VS2,61.4,58.0,4.29,4.31,2.64,670
5684,1.18,Very Good,G,SI1,60.8,58.0,6.81,6.85,4.15,6286
2203,1.0,Very Good,D,SI1,61.3,54.0,6.37,6.39,3.91,5390
23852,0.26,Very Good,F,VS2,62.5,55.0,4.05,4.08,2.54,381
17398,1.51,Very Good,F,VVS2,58.0,65.0,7.58,7.62,4.41,16613
14520,0.38,Ideal,G,VS2,61.5,54.4,4.65,4.7,2.88,768
2487,0.24,Ideal,H,VVS1,61.5,55.0,3.99,4.02,2.46,504
12749,0.2,Premium,E,VS2,59.8,62.0,3.79,3.77,2.26,367
8496,0.5,Good,E,SI1,58.5,59.0,5.2,5.23,3.05,1331
22336,0.74,Ideal,I,VVS1,62.3,55.0,5.77,5.82,3.61,2715
12551,0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,1066
21976,1.01,Fair,G,VS1,64.6,60.0,6.34,6.22,4.06,6353
7610,0.5,Ideal,E,VS2,62.7,55.0,5.08,5.12,3.2,1451
278,0.23,Very Good,F,VS1,59.8,57.0,4.04,4.06,2.42,402
1857,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3283
12393,1.52,Ideal,D,VS1,61.2,57.0,7.4,7.46,4.55,17659
24672,1.09,Good,D,SI2,63.8,60.0,6.57,6.49,4.16,4682
15529,1.26,Premium,E,SI2,60.3,60.0,7.0,6.94,4.2,5058
26703,0.31,Ideal,D,VVS1,60.4,56.0,4.38,4.43,2.66,984
19863,0.98,Premium,F,SI2,61.8,58.0,6.37,6.32,3.92,4308
9067,1.01,Ideal,J,SI2,61.9,55.0,6.5,6.43,4.01,4174
1140,0.57,Ideal,G,VS2,61.6,57.0,5.36,5.32,3.29,1728
17975,1.55,Premium,I,SI2,61.5,58.0,7.39,7.46,4.57,7256
16354,0.7,Fair,G,I1,67.3,57.0,5.53,5.38,3.68,956
26845,1.01,Good,G,VS2,63.6,60.0,6.35,6.3,4.02,5701
13831,0.4,Premium,D,SI2,61.1,58.0,4.73,4.76,2.9,666
8913,0.83,Ideal,F,SI1,62.8,56.0,5.97,6.01,3.76,3482
15376,1.94,Very Good,I,VS2,60.2,58.0,8.04,8.1,4.86,14489
9400,0.32,Ideal,H,VVS1,61.6,55.0,4.4,4.43,2.72,730
15393,1.12,Very Good,G,IF,60.9,57.0,6.68,6.79,4.1,8962
10074,1.0,Very Good,H,SI2,64.1,54.0,6.3,6.33,4.05,3991
4608,0.75,Very Good,E,SI1,62.3,58.0,5.78,5.81,3.61,2923
11124,1.01,Ideal,E,SI1,60.8,56.0,6.48,6.51,3.95,5534
23985,0.3,Very Good,E,VS1,63.4,55.0,4.26,4.29,2.71,660
21243,1.62,Premium,F,SI1,62.6,58.0,7.53,7.48,4.7,13298
10242,0.55,Ideal,F,VS1,60.3,57.0,5.32,5.37,3.23,1682
13606,0.31,Ideal,E,SI1,62.4,57.0,4.31,4.34,2.7,544
17046,0.44,Ideal,G,SI1,61.7,55.0,4.88,4.91,3.02,1032
24709,1.38,Premium,H,SI2,62.1,60.0,7.13,7.08,4.41,6646
1885,0.3,Premium,G,VS1,62.0,60.0,4.28,4.23,2.64,776
10303,0.3,Good,G,VS2,63.1,56.0,4.25,4.28,2.69,526
10487,0.33,Premium,E,SI1,61.1,58.0,4.47,4.43,2.72,743
1308,0.57,Premium,E,SI2,61.0,60.0,5.32,5.36,3.26,1228
11571,0.4,Very Good,F,SI1,,60.0,4.66,4.7,2.91,756
1985,1.01,Premium,G,VS2,61.2,57.0,6.46,6.41,3.94,5701
20758,0.52,Ideal,D,SI1,61.8,57.0,5.19,5.14,3.19,1720
13031,0.3,Ideal,E,VS2,61.8,57.0,4.28,4.3,2.65,603
9358,1.02,Ideal,I,SI2,62.9,56.0,6.45,6.37,4.03,3521
19026,0.4,Very Good,E,VS2,,57.0,4.67,4.69,2.95,888
14532,0.34,Ideal,G,SI1,61.9,55.5,4.49,4.54,2.79,531
9337,1.5,Premium,D,SI1,,59.0,7.44,7.39,4.49,11489
13764,1.08,Premium,F,VS2,62.1,59.0,6.59,6.54,4.08,7637
14208,0.4,Ideal,G,VS2,60.5,57.0,4.74,4.8,2.89,1003
24248,0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,688
14819,1.0,Very Good,H,SI1,62.4,58.0,6.37,6.42,3.99,4574
4131,0.56,Ideal,D,SI1,61.3,55.0,5.32,5.35,3.27,1708
4392,0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,520
24171,0.91,Good,G,VS1,63.6,60.0,6.11,6.03,3.86,4209
18682,0.63,Very Good,G,VS1,61.5,56.0,5.53,5.49,3.39,1960
1272,0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,844
12396,0.4,Premium,E,VVS2,60.8,59.0,4.73,4.77,2.89,988
22314,0.7,Premium,G,SI1,63.0,59.0,5.64,5.6,3.54,2150
14269,0.42,Ideal,G,VVS1,61.7,55.0,4.78,4.84,2.97,1179
26792,0.85,Ideal,G,SI1,62.0,54.0,6.08,6.11,3.78,3084
24111,0.73,Very Good,F,VVS1,60.6,56.0,5.79,5.83,3.52,3720
21798,0.71,Premium,E,VS2,62.4,60.0,5.66,5.68,3.54,2590
25158,0.31,Premium,D,SI2,61.8,60.0,4.37,4.33,2.69,593
5186,0.9,Very Good,F,VS2,63.2,59.0,6.08,6.04,3.83,4715
12403,0.61,Ideal,E,VVS2,62.4,53.6,5.42,5.45,3.39,2907
22502,0.95,Very Good,E,SI1,62.8,59.0,6.21,6.25,3.91,4711
17164,1.04,Very Good,F,SI2,63.1,60.0,6.42,6.35,4.03,4508
25467,1.01,Premium,H,SI1,58.8,62.0,6.59,6.54,3.86,4191
18634,0.32,Ideal,D,SI1,62.8,56.0,4.35,4.34,2.73,756
1785,1.01,Very Good,I,SI2,63.1,54.0,6.39,6.35,4.02,3818
11720,0.9,Very Good,G,SI1,63.1,59.0,6.15,6.11,3.87,3669
13452,1.22,Premium,G,SI2,61.6,62.0,6.79,6.75,4.17,5226
1855,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,15486
24610,0.32,Ideal,G,VS2,61.7,57.0,4.4,4.38,2.71,720
10711,1.16,Premium,I,SI2,62.1,58.0,6.78,6.71,4.19,4326
6714,0.24,Very Good,F,VS2,61.9,59.0,3.98,4.0,2.47,419
24502,0.32,Ideal,F,VS1,61.3,55.0,4.43,4.46,2.72,676
11144,0.36,Premium,D,SI1,61.5,59.0,4.52,4.55,2.79,663
677,0.25,Very Good,E,VVS2,60.5,59.0,4.06,4.1,2.47,575
23758,1.74,Ideal,E,SI1,62.2,56.0,7.67,7.72,4.79,15847
22140,0.91,Very Good,H,SI1,63.4,59.0,6.12,6.09,3.87,3710
9629,1.26,Very Good,G,SI1,63.3,58.0,6.88,6.84,4.34,7910
22598,2.05,Premium,H,SI2,62.5,58.0,8.12,8.08,5.06,16431
9285,0.3,Ideal,I,SI1,61.9,57.0,4.28,4.31,2.66,422
21393,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,1238
17132,0.74,Ideal,D,SI2,61.1,57.0,5.81,5.84,3.56,2690
2145,1.5,Premium,F,SI1,62.8,56.0,7.36,7.3,4.6,11154
11301,0.4,Very Good,E,VVS2,63.5,54.0,4.69,4.73,2.99,1017
3309,1.03,Premium,G,VVS2,60.4,59.0,6.58,6.56,3.97,7729
21751,1.01,Very Good,G,SI1,60.2,58.0,6.5,6.59,3.94,4719
14553,0.78,Very Good,H,SI1,63.1,58.0,5.85,5.88,3.7,2600
7506,0.77,Premium,E,SI1,60.9,58.0,5.94,5.88,3.6,2896
10383,0.33,Ideal,I,VVS2,62.7,54.0,4.45,4.42,2.78,743
26006,0.7,Ideal,F,SI1,61.5,56.0,5.74,5.7,3.52,2348
17103,1.28,Good,I,VS2,58.2,64.0,7.09,7.03,4.11,5319
12405,1.6,Ideal,I,SI2,61.9,57.0,7.48,7.51,4.64,8377
3330,0.36,Premium,F,SI1,60.3,58.0,4.65,4.6,2.79,770
15193,0.8,Ideal,D,VVS2,61.9,56.0,5.91,5.95,3.67,6004
4479,0.42,Premium,F,VS1,60.9,59.0,4.8,4.85,2.94,1031
18913,1.01,Ideal,D,VVS2,61.7,57.0,6.43,6.47,3.98,10761
1278,1.25,Premium,H,SI2,62.1,58.0,6.93,6.86,4.28,5950
18745,0.9,Fair,F,SI1,65.1,56.0,6.08,6.05,3.95,3437
13334,0.39,Very Good,F,VVS2,63.5,58.0,4.65,4.61,2.94,1058
8376,0.41,Ideal,H,VVS1,61.4,56.0,4.8,4.77,2.94,1115
16953,0.43,Ideal,H,SI1,61.5,57.0,4.88,4.84,2.99,1045
19345,0.95,Good,I,SI2,63.8,57.0,6.23,6.13,3.94,2905
25512,0.3,Premium,H,VVS1,62.5,59.0,4.29,4.26,2.67,878
23618,1.24,Fair,H,SI2,65.0,54.0,6.76,6.73,4.38,5208
17485,0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,802
2948,0.23,Ideal,G,IF,61.8,56.0,3.92,3.94,2.43,536
10770,0.72,Very Good,F,VS2,63.3,57.0,5.69,5.72,3.61,2931
21234,0.31,Ideal,H,VS2,61.2,59.0,4.36,4.4,2.68,515
18418,0.59,Ideal,G,VS1,61.3,55.0,5.42,5.44,3.33,2129
20763,1.04,Ideal,I,SI1,61.8,59.0,6.46,6.48,4.0,4484
21369,0.5,Ideal,E,VS1,62.2,54.0,5.1,5.13,3.18,1665
18746,2.03,Premium,H,SI2,58.1,59.0,8.36,8.31,4.86,10879
26389,0.71,Good,I,SI1,62.6,63.0,5.54,5.61,3.49,1788
21263,0.32,Ideal,F,VS2,61.3,57.0,4.4,4.37,2.69,828
22190,0.31,Very Good,H,VS2,63.1,58.0,4.34,4.31,2.73,628
3801,1.31,Premium,I,SI2,63.0,58.0,6.97,6.93,4.38,5612
17829,1.17,Premium,I,SI1,62.6,58.0,6.71,6.64,4.18,4914
14919,0.75,Premium,E,SI1,61.1,59.0,5.86,5.83,3.57,2814
23856,0.64,Ideal,D,VVS1,61.5,56.0,5.57,5.59,3.43,4281
8610,1.11,Ideal,D,VS2,61.2,57.0,6.69,6.71,4.1,10443
20231,0.33,Premium,G,SI2,62.6,58.0,4.4,4.42,2.76,434
6344,0.76,Very Good,E,VS2,63.0,59.0,5.76,5.79,3.64,3162
12427,0.42,Ideal,G,VS2,61.2,56.0,4.84,4.8,2.95,1087
15705,0.4,Ideal,D,VS1,59.9,57.0,4.77,4.82,2.87,1123
21327,0.27,Very Good,E,VVS2,63.0,56.0,4.12,4.14,2.6,622
10644,0.75,Very Good,G,SI1,62.3,59.0,5.77,5.81,3.61,2462
12548,0.35,Ideal,E,VS2,61.6,56.0,4.52,4.54,2.79,767
22713,1.46,Ideal,E,SI2,62.3,55.0,7.29,7.25,4.53,8421
5257,0.9,Very Good,D,SI2,58.8,59.0,6.24,6.28,3.68,3643
25788,0.91,Good,E,SI1,60.2,60.0,6.17,6.26,3.74,4523
14673,0.62,Premium,G,VS1,62.9,58.0,5.41,5.37,3.39,1770
10826,0.42,Premium,E,SI2,58.8,60.0,4.9,4.86,2.87,838
8455,0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,1774
24772,0.51,Good,F,SI1,63.8,56.0,5.04,5.08,3.23,1220
8550,0.7,Very Good,E,VVS1,63.2,57.0,5.62,5.67,3.57,4644
19655,1.1,Very Good,H,SI1,62.1,58.0,6.59,6.61,4.1,4276
10042,1.21,Ideal,G,VS1,62.5,57.0,6.77,6.7,4.21,6025
3960,0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,810
